article_id,affiliation,citedby,pub_title,pub_year,citations,pub_author,eprint,journal_id
942,"BMT Program Director. National Center for Cancer Care and Research. Hamad Medical Corporation. Doha",3221,"Quantitatively different red cell/nucleated cell chimerism in patients with long-term, persistent hematopoietic mixed chimerism after bone marrow transplantation for …",2011,73,"Marco Andreani and Manuela Testi and Javid Gaziev and Rossella Condello and Andrea Bontadini and Pier Luigi Tazzari and Francesca Ricci and Lidia De Felice and Francesca Agostini and Daniela Fraboni and Giuliana Ferrari and Mariarosa Battarra and Maria Troiano and Pietro Sodani and Guido Lucarelli",http://www.haematologica.org/content/haematol/96/1/128.full.pdf,532
943,"Postdoc at Joint Genome Institute",660,"Cloning and characterization of a protein elicitor Sm1 gene from Trichoderma harzianum",2014,7,"Rachel Silveira Freitas and Andrei Stecca Steindorff and Marcelo Henrique Soller Ramada and Saulo José Linhares de Siqueira and Eliane Ferreira Noronha and Cirano José Ulhoa",,217
944,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Diferrocenylpyrylium salts and electron rich bispyran from oxidative coupling of ferrocenylpyran. Example of redox systems switched by proton transfer",1970,13,"Fatou Ba and Nolwenn Cabon and Pascal Le Poul and Samia Kahlal and Jean-Yves Saillard and Nicolas Le Poul and Stéphane Golhen and Bertrand Caro and Françoise Robin-Le Guen",,263
945,"Research Staff, Lawrence Livermore National Laboratory",1028,"Self-force on dislocation segments in anisotropic crystals",2010,18,"SP Fitzgerald and S Aubry",,533
946,"University of Hartford",641,"Sensorimotor control of the trunk in sitting sway referencing",2018,1,"Adam D Goodworth and Kimberly Tetreault and Jeffrey Lanman and Tate Klidonas and Seyoung Kim and Sandra Saavedra",https://europepmc.org/articles/pmc6093949,87
947,"Unknown affiliation",3489,"The non-ankyrin C terminus of IκBα physically interacts with p53 in vivo and dissociates in response to apoptotic stress, hypoxia, DNA damage, and transforming growth factor-β1 …",2002,62,"Nan-Shan Chang",http://www.jbc.org/content/277/12/10323.full.pdf,176
948,"University of Copenhagen",1033,"The power of financial transparency: An event study of country-by-country reporting standards",2016,20,"Niels Johannesen and Dan Thor Larsen",,534
949,"University of Chicago",2312,"Morphological characterization of fullerene and fullerene-free organic photovoltaics by combined real and reciprocal space techniques",2017,8,"Subhrangsu Mukherjee and Andrew A Herzing and Donglin Zhao and Qinghe Wu and Luping Yu and Harald Ade and Dean M DeLongchamp and Lee J Richter",,535
950,"School of Interdiciplinary Mathematical Science, Meiji University",6000,"A reactive tabu search for service restoration in electric power distribution systems",1998,87,"Sakae Toune and Hiroyuki Fudo and Takamu Genji and Yoshikazu Fukuyama and Yosuke Nakanishi",https://pdfs.semanticscholar.org/cafd/f165d58ef5f1293a741aee28ac3790fc8ec2.pdf,NULL
951,"Institute of Biomedical Sciences, Academia Sinica",10413,"Two membrane forms of guanylyl cyclase found in the eye.",1995,259,"Ruey-Bing Yang and David C Foster and David L Garbers and Hans-Jürgen Fülle",https://www.pnas.org/content/pnas/92/2/602.full.pdf,503
952,"University of Graz",1999,"International Trade and Transport",1970,48,"Karl W Steininger",,536
953,"Istituto Italiano di Tecnologia",2566,"Hybrid Organic/Inorganic Perovskite–Polymer Nanocomposites: Toward the Enhancement of Structural and Electrical Properties",2017,5,"Alberto Privitera and Marcello Righetto and Michele De Bastiani and Francesco Carraro and Marzio Rancan and Lidia Armelao and Gaetano Granozzi and Renato Bozio and Lorenzo Franco",https://repository.kaust.edu.sa/bitstream/handle/10754/626302/proof(1).pdf?sequence=1,69
954,NDVSU,286,"Incidence of nematode larvae on communal pasture in different districts of Madhya Pradesh",1970,4,"S. Kumar and G. Das and B. Roy and R. Naresh and A.K. Singh and S. Nath",,537
955,"Michigan State University",2886,"Support for new career academics: an integrated model for research intensive university business and management schools",2013,37,"Andy Adcroft and David Taylor",http://epubs.surrey.ac.uk/146722/3/NCA%20-%20SHE%20Author.pdf,538
956,"Researcher, Tokyo University of Agriculture and Technology",175,"Characterization of 140 Japanese and world rice collections cultivated in Nihonmatsu-city in Fukushima in terms of radiocesium activity concentrations in seed grains and straws …",2017,1,"Katsuhiro Kojima and Taiichiro Ookawa and Hiroko Yamaya-Ito and Djedidi Salem and Naoko Ohkama-Ohtsu and Sonoko Dorothea Bellingrath-Kimura and Tadashi Yokoyama",,539
957,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Ultrasound and dynamic functional imaging in vascular cognitive impairment and Alzheimer’s disease",2017,21,"Branko Malojcic and Panteleimon Giannakopoulos and Farzaneh A Sorond and Elsa Azevedo and Marina Diomedi and Janja Pretnar Oblak and Nicola Carraro and Marina Boban and Laszlo Olah and Stephan J Schreiber and Aleksandra Pavlovic and Zsolt Garami and Nantan M Bornstein and Bernhard Rosengarten",https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-017-0799-3,NULL
958,"Professor of Mathematics, University of Wollongong, Australia",2497,"Pricing VIX options with stochastic volatility and random jumps",2013,45,"Guang-Hua Lian and Song-Ping Zhu",,540
959,"York MRI Facility, Centre for Vision Research, York University",1011,"Monocular horizontal OKN in observers with early-and late-onset strabismus",1999,13,"Jennifer KE Steeves and Maureen J Reed and Martin J Steinbach and Stephen P Kraft",,385
960,"McGill University",1413,"Five Novel Taxanes from Taxus canadensis",1999,31,"Lolita O Zamir and Junzeng Zhang and Jianhui Wu and Françoise Sauriol and Orval Mamer",,NULL
961,"German University in Cairo",894,"MT1 and MT2 Melatonin Receptors: Ligands, Models, Oligomers, and Therapeutic Potential",2013,102,"Darius P Zlotos and Ralf Jockers and Erika Cecon and Silvia Rivara and Paula A Witt-Enderby",,NULL
962,"Medical Institute of Bioregulation, Kyushu University",5425,"Development of a lipid profiling system using reverse-phase liquid chromatography coupled to high-resolution mass spectrometry with rapid polarity switching and an automated …",2013,75,"Takayuki Yamada and Takato Uchikata and Shigeru Sakamoto and Yasuto Yokoi and Eiichiro Fukusaki and Takeshi Bamba",,465
963,"Unknown affiliation",1103,"A model for tip vortex roll-up in the near field region of three-dimensional foils and the prediction of cavitation onset",1999,18,"J-A Astolfi and DH Fruman and J-Y Billard",,143
964,"Ialamic Azad university, Lenjan Branch, Esfahan, Iran",1211,"A novel robust fuzzy stochastic programming for closed loop supply chain network design under hybrid uncertainty",2018,29,"Mojtaba Farrokh and Adel Azar and Gholamreza Jandaghi and Ehsan Ahmadi",,541
965,"Berlin University of Technology em.",2556,"Evaluation of surface nuclear magnetic resonance-estimated subsurface water content",2011,42,"M Müller-Petke and R Dlugosch and U Yaramanci",https://iopscience.iop.org/article/10.1088/1367-2630/13/9/095002/pdf,542
966,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"Comparing maximum autonomic activity of psychogenic non-epileptic seizures and epileptic seizures using heart rate variability",2016,7,"Jesper Jeppesen and Sándor Beniczky and Peter Johansen and Per Sidenius and Anders Fuglsang-Frederiksen",https://www.sciencedirect.com/science/article/pii/S1059131116000479,90
967,"University of Texas at Rio Grande Valley-School of Medicine",600,"Standardization of a novel blood-sampling method through the jugular vein for use in the quantified [14C] 2-deoxyglucose method",2006,7,"Annelyn Torres-Reverón and Susan M Melnick and Stacy I Stephenson and Diana L Dow-Edwards",https://www.researchgate.net/profile/Stacy_Stephenson2/publication/7342121_Standardization_of_a_novel_blood-sampling_method_through_the_jugular_vein_for_use_in_the_quantified_14C_2-deoxyglucose_method/links/5a1b6b4eaca272df080f1b4c/Standardization-of-a-novel-blood-sampling-method-through-the-jugular-vein-for-use-in-the-quantified-14C-2-deoxyglucose-method.pdf,543
968,"Language Learning Books Author",41465,"First-principles calculations of the phase stability of TiO 2",2002,543,"Joseph Muscat and Varghese Swamy and Nicholas M Harrison",https://spiral.imperial.ac.uk/bitstream/10044/1/749/1/First%20principles%20calculations%20of%20the%20phase.pdf,2
969,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Comparison of heterogeneous probability models for ranking data",1970,5,"Pieter Marcus and WJ Heiser and A D’Ambrosio",https://www.universiteitleiden.nl/binaries/content/assets/science/mi/scripties/1mastermarcus.pdf,NULL
970,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"3D sound image localization by interaural differences and the median plane HRTF",1970,19,"Masayuki Morimoto and Motokuni Itoh and Kazuhiro Iida",https://smartech.gatech.edu/bitstream/handle/1853/51330/MorimotoItoh2002.pdf,NULL
971,"UC San Diego/Rady Children's Hospitals",60,"A Neonate with Susceptibility to Long QT Syndrome Type 6 who presented with Ventricular Fibrillation and Sudden Unexpected Infant Death",2016,3,"Charlie W Sauer and Krishelle L Marc-Aurele",,544
972,"University of Freiburg, Germany and Concept Engineering GmbH, Freiburg, Germany",905,"High-level Counterexamples for Probabilistic Automata",2015,24,"Joost-Pieter Katoen and Nils Jansen and Ralf Wimmer",,545
973,"Instituto Tecnológico de Costa Rica",434,"Electrophoretic deposition of ZnO/alginate and ZnO-bioactive glass/alginate composite coatings for antimicrobial applications",2015,30,"L Cordero-Arias and S Cabanas-Polo and OM Goudouri and SK Misra and J Gilabert and E Valsami-Jones and E Sanchez and S Virtanen and AR Boccaccini",https://research.birmingham.ac.uk/portal/files/19751515/Cordero_Arias_et_al_Electrophoratic_deposition_Materials_Science_Engineering_C_2015.pdf,546
974,"Professor in Cognitive Development",10480,"Two intact executive capacities in children with autism: Implications for the core executive dysfunctions in the disorder",1999,200,"James Russell and Christopher Jarrold and Bruce Hood",,309
975,"Professor, Ryerson University",1885,"Beyond the rhetoric: Lessons from Louisville’s consolidation",2010,24,"Hank V Savitch and Ronald K Vogel and Lin Ye",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.877.3361&rep=rep1&type=pdf,547
976,"Tatung University",661,"Genetic diversity of epidemic enterovirus 71 strains recovered from clinical and environmental samples in Taiwan",2007,31,"Bing-Mu Hsu and Chien-Hsien Chen and Min-Tao Wan",,548
977,"university of Wisconsin Madison",18325,"Microfibre–nanowire hybrid structure for energy scavenging",2008,1421,"Yong Qin and Xudong Wang and Zhong Lin Wang",https://www.researchgate.net/profile/Yong_Qin2/publication/5579139_Microfibre-Nanowire_Hybrid_Structure_for_Energy_Scavenging/links/02bfe50f00cc016f32000000/Microfibre-Nanowire-Hybrid-Structure-for-Energy-Scavenging.pdf,315
978,"NSRI (Nippon Steel & Sumikin Research Institute Corporation)",1572,"Corrosion monitoring for reinforcing bars in concrete",1990,36,"Kazumi Matsuoka and Hiroshi Kihira and Satoshi Ito and Tomomi Murata",,NULL
979,"Professor, School of Chemical Engineering, The University of Adelaide, Australia",29877,"The physical and surface chemical characteristics of activated carbons and the adsorption of methylene blue from wastewater",2005,337,"Shaobin Wang and ZH Zhu and Anthony Coomes and F Haghseresht and GQ Lu",,330
980,"Aalborg University",373,"Development of a novel lipophilic, magnetic nanoparticle for in vivo drug delivery",2013,14,"Thomas Linemann and Louiza Thomsen and Kristian Jardin and Jens Laursen and Jesper Jensen and Jacek Lichota and Torben Moos",,549
981,"Associate Professor, lektor, Aalborg University",1382,"Purposive Reconstruction: A Reply to" A Computational and Evolutionary Perspective on the Role of Representation in Vision"" by MJ Tarr and MJ Black"",1994,19,"Henrik I Christensen and Claus B Madsen",,NULL
982,"Department of Physics, National University of Singapore",14812,"Intriguing heat conduction of a chain with transverse motions",2004,154,"Jian-Sheng Wang and Baowen Li",http://polymer.chph.ras.ru/asavin/teplopr/WL04PRL.PDF,54
983,"Dong-A University",709,"Effects of low temperature ZnO and MgO buffer thicknesses on properties of ZnO films grown on (0001) Al2O3 substrates by plasma-assisted molecular beam epitaxy",2010,20,"Jae Goo Kim and Seok Kyu Han and Sang Mo Yang and Soon-Ku Hong and Jae Wook Lee and Jeong Yong Lee and Jung-Hoon Song and Young Eon Ihm and Dojin Kim and Jin Sub Park and Hyo-Jong Lee and Takafumi Yao",,405
984,"Escola de Química e Alimentos, Universidade Federal do Rio Grande - FURG",290,"“Green” Suzuki-Miyaura cross-coupling: An exciting mini-project for chemistry undergraduate students",2016,2,"Bruna Pereira Vargas and Clarissa Helena Rosa and Diego da Silva Rosa and Gilber Ricardo Rosa",https://www.sciencedirect.com/science/article/pii/S0187893X15000981,550
985,"GeoBioTec, RISCO / University of Aveiro",250,"Application of crushed glass residues in mortars",2007,15,"Ana Fragata and Helena Paiva and AL Velosa and MR Veiga and VM Ferreira",https://www.irbnet.de/daten/iconda/CIB11813.pdf,551
986,"Research Staff, Lawrence Livermore National Laboratory",1028,"Analytical law for size effects on thermal conductivity of nanostructures",2010,15,"XW Zhou and RE Jones and S Aubry",,2
987,"Kean University",1042,"Sistemas de guerra",1970,37,"Nazih Richani",,552
988,"University of Nevada at Las Vegas",14521,"Magnetite from magnetotactic bacteria: Size distributions and twinning",1998,296,"Bertrand Devouard and Mihaly Posfai and Xin Hua and Dennis A Bazylinski and Richard B Frankel and Peter R Buseck",http://www.minsocam.org/msa/ammin/TOC/Articles_Free/1998/Devouard_p1387-1398_98.pdf,553
989,"Postdoc at Joint Genome Institute",660,"Genome-wide identification, characterization and expression profile analysis of expansins gene family in sugarcane (Saccharum spp.)",2018,5,"Thais R Santiago and Valquiria M Pereira and Wagner R de Souza and Andrei S Steindorff and Barbara ADB Cunha and Marilia Gaspar and Leia CL Favaro and Eduardo F Formighieri and Adilson K Kobayashi and Hugo BC Molinari",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191081,7
990,"chung nam national university",109,"Analysis of QTL interaction for grain weight using near isogenic lines in rice",2015,3,"Hae-hwang Kim and Dong-min Kim and Ju-won Kang and Hyun-Sook Lee and Yun-ju Kang and Sang-nag Ahn",https://www.e-sciencecentral.org/articles/?scid=SC000010333,554
991,"Charles Sturt University",404,"A Feasibility RCT: Understanding Impact of Community Gardening on Physical Activity and Sedentary Behavior224 Board# 45 May 31 1100 AM-1230 PM",2017,2,"Elizabeth Thomson and Kaigang Li and Ricky Pimentel and Alyssa Beavers and Kelsey Burr and Jill Litt",,555
992,"Tongji University, Shanxi Transportation Research Institute",13987,"Nanosized Li4Ti5O12 prepared by molten salt method as an electrode material for hybrid electrochemical supercapacitors",2006,164,"Liang Cheng and Hai-Jing Liu and Jing-Jun Zhang and Huan-Ming Xiong and Yong-Yao Xia","http://www.nanogroup.fudan.edu.cn/Papers/J.%20Electrochem.%20Soc.%202006,%20153,%20A1472..pdf",556
